EUI_kWh_per_sqmt,SQMT,NFLOOR,FLCEILHT,YRCONC,MONUSE,OCCUPYP,WKHRS,NWKER,HEATP,COOLP,DAYLTP,HDD65,CDD65,PUBCLIM
225.97679110980351,25083.81,5,9,4,12,90.0,168,150,100.0,80.0,0.0,9347,588,1
136.26957305777518,34374.11,8,10,4,12,87.0,60,715,95.0,95.0,40.0,4217,2008,3
209.2287049100944,14864.48,7,9,7,12,86.0,12,425,100.0,100.0,30.0,2782,2770,5
225.42985026117273,9476.106,2,25,6,12,90.0,50,244,90.0,90.0,20.0,5510,1397,3
271.45574008374325,371.612,3,9,3,12,100.0,50,10,100.0,100.0,10.0,3789,1714,3
89.61967601318824,11519.972,6,12,6,12,95.0,52,500,40.0,50.0,20.0,1093,1032,4
146.35174505398106,16350.928,4,8,3,12,75.0,12,600,100.0,100.0,0.0,5619,1792,3
118.94476808683712,2601.284,7,9,2,12,100.0,60,41,80.0,80.0,1.0,937,1170,4
170.06284916968875,32051.535,4,9,6,12,90.0,60,750,100.0,100.0,0.0,5717,1587,3
232.4321567649775,18580.692903,994,12,4,12,82.0,45,538,100.0,82.0,10.0,7175,697,2
28.50614925675167,464.515,1,10,8,12,75.0,40,7,100.0,100.0,10.0,3887,1670,3
303.35607190133794,5574.18,5,9,6,12,65.0,72,150,100.0,100.0,30.0,7025,787,2
229.30547851242696,1161.2875,2,12,5,12,100.0,84,50,100.0,100.0,30.0,624,1407,4
357.5441874595606,2508.381,5,8,5,12,95.0,40,128,100.0,100.0,0.0,5155,1732,3
263.33679259757287,1207.739,1,10,8,12,100.0,50,65,100.0,100.0,0.0,4682,1879,3
189.7198601795966,3855.4745,2,14,8,12,80.0,60,60,50.0,100.0,30.0,1035,4179,5
191.93242381765995,46451.592903,994,10,6,12,100.0,64,1200,90.0,90.0,30.0,3050,2008,3
258.9525803679106,20903.175,995,15,6,12,78.0,66,400,70.0,76.0,15.0,5495,875,2
262.7754824082466,6967.725,5,9,8,12,85.0,60,250,100.0,100.0,0.0,4905,1401,3
195.13713221460375,348.38625,1,20,9,12,100.0,40,8,50.0,100.0,60.0,1190,864,4
97.31220298375727,464.515,2,8,3,12,100.0,40,7,100.0,100.0,20.0,3550,2256,4
223.08419006771004,1997.4145,3,9,6,12,100.0,40,32,100.0,100.0,10.0,8688,847,1
303.64843942746734,27870.9,6,15,8,12,100.0,55,1200,100.0,100.0,60.0,5993,1433,2
162.2609576072432,19509.63,3,12,7,12,70.0,71,350,80.0,70.0,60.0,6868,911,2
213.11965674345825,44593.44,995,12,2,12,88.0,100,500,90.0,90.0,20.0,5776,1330,2
163.78386548618047,18394.794,4,9,8,12,100.0,10,145,100.0,100.0,10.0,6117,625,2
125.04774340837577,55741.8,994,9,5,12,99.0,60,800,70.0,70.0,0.0,4355,1714,3
211.6772302265464,353.0314,2,10,7,12,100.0,42,8,100.0,100.0,0.0,2969,2436,4
130.37220144177184,32051.535,994,12,9,12,98.0,44,350,60.0,60.0,0.0,5274,988,2
124.31826423958972,385.54745,2,8,5,12,100.0,52,9,100.0,100.0,25.0,5626,1161,2
379.0536701531954,24154.78,995,9,3,12,90.0,60,600,90.0,90.0,20.0,5626,1341,3
213.7203557656364,10962.554,4,8,2,12,100.0,60,250,100.0,100.0,10.0,4475,1385,3
328.9307119949481,1393.545,1,10,7,12,100.0,60,20,100.0,100.0,20.0,1592,3337,5
147.39328596403416,16722.54,994,12,6,12,70.0,53,599,100.0,100.0,0.0,5665,1039,3
145.3443023480868,14678.674,4,13,8,12,69.0,65,695,97.0,97.0,20.0,2481,234,4
122.06729848600042,22761.235,994,12,2,12,90.0,60,300,80.0,80.0,0.0,2364,75,3
427.66604764610145,3390.9595,4,8,6,12,100.0,40,60,100.0,100.0,75.0,3539,866,3
169.3102382677575,176.5157,3,8,2,12,100.0,45,6,100.0,80.0,0.0,5266,1069,3
294.811572064501,11148.36,4,10,8,12,33.0,45,45,33.0,33.0,33.0,3236,2355,5
218.3528968674773,9847.718,5,12,7,12,75.0,54,100,60.0,75.0,50.0,860,1054,4
121.84352312451924,199.74145,2,12,7,12,100.0,48,4,100.0,100.0,75.0,3185,2175,4
442.2705523933566,557.418,1,8,4,12,100.0,40,18,100.0,90.0,0.0,3451,1993,4
200.2099103863579,19509.63,3,14,6,12,100.0,66,552,100.0,100.0,1.0,6221,875,2
223.5359202124797,9847.718,994,14,2,12,90.0,60,250,100.0,100.0,75.0,5514,1050,2
126.45968066155022,297.2896,1,8,8,12,100.0,50,6,100.0,50.0,4.0,3784,1775,4
196.94409716058175,19509.63,995,12,2,12,35.0,168,250,75.0,75.0,0.0,5474,1423,3
43.39411247878069,919.7397,1,16,6,12,100.0,168,26,100.0,100.0,20.0,4387,2053,4
326.65894516875477,7246.434,2,9,9,12,100.0,168,130,100.0,100.0,20.0,2121,2004,4
257.00297982304124,185.806,1,10,8,12,100.0,40,5,100.0,100.0,40.0,7706,242,1
114.15765997049132,38554.745,9,12,8,12,95.0,168,4000,100.0,100.0,45.0,7652,733,2
247.3299342595625,5759.986,7,8,5,12,85.0,90,100,100.0,100.0,50.0,5415,1465,3
213.4724583533363,232.2575,1,8,4,12,100.0,35,3,100.0,90.0,10.0,5090,1550,2
109.21447613962953,464.515,2,8,7,12,100.0,24,6,100.0,100.0,2.0,9051,679,1
121.94943347515988,167225.4,995,8,5,12,100.0,72,1200,75.0,75.0,50.0,7051,937,7
150.29899056994932,139354.5,995,11,4,12,93.0,60,2500,100.0,100.0,40.0,4851,1423,7
404.90735640015754,3390.9595,1,10,6,12,100.0,168,50,100.0,100.0,15.0,6811,811,2
152.64435326945133,22761.235,4,8,5,12,85.0,50,500,100.0,100.0,40.0,6652,1091,2
987.9687847758844,46451.592903,2,24,7,12,100.0,168,800,100.0,100.0,0.0,4197,1634,4
66.26909193258022,297.2896,1,8,8,12,100.0,32,4,100.0,100.0,0.0,4504,1732,4
314.76595879529543,27406.385,994,11,2,12,67.0,168,350,80.0,60.0,5.0,4851,1681,3
155.41642027520396,10219.33,3,10,9,12,100.0,40,510,100.0,100.0,33.0,6701,719,2
123.04402584893204,27870.9,995,13,8,12,80.0,54,700,33.0,100.0,15.0,949,881,4
113.19304674768308,789.6754999999999,5,10,2,12,80.0,24,4,100.0,50.0,20.0,4739,1643,3
155.0933542735434,3716.12,2,10,6,12,75.0,168,24,80.0,80.0,0.0,1345,3764,5
307.23468364929414,46451.592903,995,8,2,12,93.0,83,1450,90.0,90.0,20.0,6523,825,2
236.82456025153323,38554.745,8,11,2,12,50.0,50,200,100.0,30.0,0.0,4005,2129,3
155.25222738030527,297.2896,3,8,2,12,100.0,168,9,95.0,75.0,50.0,4784,828,2
145.15620750962475,26477.355,994,13,6,12,80.0,55,100,100.0,100.0,50.0,4688,1121,3
175.15040985999462,12077.39,3,9,4,12,100.0,50,225,90.0,90.0,0.0,5056,1967,3
223.27309071869777,45057.955,994,10,2,12,90.0,168,1500,100.0,95.0,35.0,5709,884,2
172.4732366504976,7896.755,6,12,8,12,79.0,65,175,100.0,100.0,15.0,5318,1757,3
504.9282079645041,882.5785,1,20,8,12,100.0,60,12,100.0,70.0,0.0,2934,2326,4
128.61948180403564,11519.972,3,9,6,12,80.0,50,300,80.0,80.0,20.0,6360,750,2
145.39627744557566,26477.355,995,12,6,12,93.0,85,1300,100.0,100.0,0.0,7217,974,1
221.52770736036516,21367.69,994,10,5,12,99.0,60,400,66.0,100.0,25.0,7401,863,1
118.02903528411356,222.9672,1,10,7,12,100.0,50,7,100.0,100.0,0.0,3775,1677,4
168.5899021142692,15236.092,4,12,8,12,100.0,65,490,100.0,95.0,0.0,5360,1388,3
186.0627418079659,25548.325,9,14,7,12,87.0,60,850,100.0,100.0,15.0,8592,824,1
81.97205617687266,371.612,2,10,4,12,65.0,50,5,60.0,60.0,60.0,2529,611,4
340.28377994088277,21367.69,4,13,2,12,100.0,60,500,100.0,100.0,50.0,6581,842,2
105.89647695983984,278.709,1,9,5,12,100.0,40,5,100.0,100.0,2.0,1121,4133,5
85.12126669330992,65032.1,995,13,8,12,95.0,70,2200,100.0,100.0,30.0,5932,1084,3
128.23991052575772,43664.41,995,13,6,12,86.0,60,2100,85.0,85.0,60.0,981,1999,4
292.5953577267569,3344.508,4,12,2,12,90.0,55,65,100.0,100.0,10.0,4327,1549,3
254.96635904568265,882.5785,2,10,7,12,100.0,50,18,100.0,37.0,0.0,4818,1469,3
159.97496912060473,4830.956,2,9,5,12,75.0,60,150,100.0,100.0,50.0,8290,633,2
275.50623537453043,15050.286,6,13,7,12,75.0,45,200,90.0,90.0,20.0,4437,1518,3
115.04296571105826,167225.4,995,9,6,12,80.0,59,3000,90.0,90.0,10.0,7611,1007,7
153.82262704440834,6967.725,5,9,2,12,100.0,80,250,95.0,95.0,0.0,2872,2060,4
156.7091401127492,14121.256,6,9,8,12,96.0,65,600,100.0,100.0,40.0,1047,1770,5
110.59324670580288,46451.592903,995,12,6,12,97.0,60,1378,100.0,100.0,50.0,2573,89,3
131.84030355237104,501.6762,5,9,2,12,100.0,40,8,100.0,100.0,0.0,6448,1541,3
293.5443183429351,6781.919,5,14,5,12,65.0,60,60,100.0,100.0,40.0,2837,1973,4
111.8618091988418,222.9672,1,8,8,12,100.0,40,3,100.0,100.0,5.0,5657,1592,2
181.4006647395116,45057.955,995,8,7,12,100.0,95,750,80.0,80.0,20.0,4029,1996,3
421.82568267076056,55741.8,8,15,2,12,60.0,60,1800,95.0,95.0,20.0,5335,1098,3
141.73754181482,167.2254,1,9,6,12,100.0,45,6,10.0,100.0,0.0,3248,1712,4
121.16743306315908,1741.93125,2,10,2,12,100.0,40,38,95.0,95.0,20.0,3618,2204,4
276.6284359219807,8082.561,3,10,6,12,60.0,50,80,100.0,75.0,10.0,7465,955,1
147.5551741443239,7710.949,1,10,6,12,75.0,50,35,75.0,75.0,40.0,2507,2918,5
310.400822679364,3901.926,1,10,7,12,100.0,40,130,100.0,100.0,100.0,7417,643,2
514.7397606107739,20438.66,8,10,8,12,90.0,168,350,80.0,80.0,30.0,2968,75,3
460.8818526985135,297.2896,1,8,8,12,100.0,40,8,100.0,100.0,60.0,2988,2382,4
101.64086153617704,16350.928,994,13,6,12,72.0,55,475,100.0,100.0,0.0,1249,2768,5
182.89405804010636,1858.06,1,10,7,12,100.0,50,25,100.0,100.0,25.0,5668,913,2
249.88836686414868,18580.6,7,9,9,9,100.0,168,650,100.0,100.0,75.0,2735,2403,4
177.36339343783902,836.127,1,18,5,12,100.0,45,56,100.0,100.0,5.0,1369,4318,5
77.3966854179587,120.7739,1,10,5,12,100.0,32,2,100.0,100.0,30.0,4231,1972,3
191.52986091168924,46451.592903,994,8,5,12,88.0,61,1173,82.0,82.0,5.0,2910,2002,3
146.38579114890138,436.6441,1,18,9,12,100.0,42,6,100.0,100.0,0.0,7539,684,2
80.17867099555451,929.03,3,14,3,12,40.0,40,6,15.0,15.0,5.0,5026,1035,3
110.43933116178248,1207.739,1,8,9,12,100.0,40,1,100.0,100.0,0.0,2079,1435,4
261.83424908448075,46451.592903,994,12,4,12,75.0,60,1400,100.0,100.0,63.0,3959,1852,3
256.09751932407687,1579.351,2,8,8,12,90.0,72,22,100.0,100.0,0.0,5586,1614,2
169.93340841825025,529.5471,1,12,6,12,67.0,40,13,100.0,100.0,100.0,5120,756,2
68.44687415700398,15979.316,3,9,6,12,100.0,45,600,100.0,100.0,35.0,1814,4355,5
137.04029414486538,21832.205,1,14,5,12,70.0,50,815,70.0,70.0,0.0,2656,2509,4
205.160530763628,5574.18,1,16,4,12,65.0,75,115,100.0,65.0,40.0,4299,1746,3
149.06804799536434,27870.9,9,9,8,12,100.0,60,1480,100.0,90.0,10.0,4412,315,3
192.3870562182491,23225.75,3,10,5,12,95.0,40,400,100.0,100.0,25.0,8652,865,1
260.92401769511093,20903.175,995,12,2,12,50.0,72,300,100.0,100.0,90.0,5245,1372,2
106.46964689394052,1138.06175,2,10,5,12,100.0,40,11,100.0,75.0,10.0,9118,548,1
167.72524059443123,668.9016,2,8,7,12,100.0,48,13,100.0,100.0,0.0,5371,1153,2
138.1764360115326,157935.1,8,10,2,12,75.0,60,2500,99.0,99.0,0.0,4626,1626,7
257.81155894173105,1021.933,3,15,3,12,85.0,45,37,100.0,50.0,0.0,6657,848,2
268.3546811950164,3065.799,1,9,6,12,100.0,50,58,100.0,100.0,0.0,8944,748,1
629.748659284439,20903.175,995,12,2,12,75.0,168,1200,100.0,90.0,75.0,4601,1512,3
168.43907251361563,34374.11,995,10,6,12,50.0,62,483,70.0,70.0,0.0,1529,4559,5
244.89173045404945,4738.053,6,12,6,12,100.0,70,80,100.0,100.0,30.0,4683,1471,3
62.14544955491212,343.7411,1,10,2,12,100.0,60,6,100.0,25.0,25.0,5615,1691,2
236.4130983158632,40877.32,995,10,8,12,96.0,40,746,90.0,90.0,20.0,5408,1274,3
263.26513387115597,23225.75,3,10,7,12,90.0,68,1100,100.0,100.0,10.0,2796,2907,5
152.31324972214748,27870.9,4,10,6,12,75.0,50,300,100.0,100.0,70.0,988,1157,4
172.7467414073134,20438.66,994,12,5,12,90.0,48,630,100.0,100.0,0.0,1938,4128,5
290.46491322266235,297.2896,2,8,6,12,100.0,48,15,100.0,100.0,20.0,6569,560,2
231.1281165813171,2833.5415,3,10,4,12,50.0,80,45,100.0,100.0,20.0,7264,708,2
150.7789511282377,139.3545,1,9,6,12,70.0,40,2,60.0,70.0,20.0,3298,2035,3
172.61701179028603,789.6754999999999,2,16,2,12,100.0,35,2,100.0,100.0,33.0,6096,1004,2
140.01487948228123,2740.6385,7,9,2,12,67.0,45,45,85.0,67.0,30.0,6275,375,2
141.14927793422257,1207.739,2,10,8,12,100.0,40,12,100.0,100.0,50.0,2343,2826,4
98.8735936483389,19974.145,995,8,6,12,93.0,168,477,80.0,100.0,50.0,5269,997,2
124.59802111034398,1300.642,2,10,4,12,80.0,40,20,100.0,100.0,0.0,5726,1196,2
370.6001747879893,32516.05,995,13,6,12,80.0,60,600,100.0,97.0,50.0,5214,1432,3
295.25392313408304,32516.05,2,15,5,12,75.0,168,300,70.0,70.0,0.0,2463,2152,4
97.67140578524555,278.709,1,9,8,12,100.0,50,5,100.0,100.0,0.0,7883,576,1
176.0015493427195,13935.45,3,10,3,12,100.0,55,600,100.0,7.0,30.0,887,1352,4
650.3133281185754,464.515,2,8,4,12,100.0,70,8,90.0,60.0,20.0,7676,602,1
329.3445561423303,5109.665,1,8,6,12,100.0,132,425,100.0,100.0,25.0,1061,4212,5
122.40461121330851,9290.3,4,9,6,12,75.0,60,65,75.0,50.0,50.0,5630,1279,3
807.4994610755185,167225.4,995,15,6,12,95.0,168,7500,100.0,100.0,25.0,7224,747,7
237.76933122145323,13935.45,5,9,8,12,100.0,68,500,100.0,100.0,15.0,5946,1746,3
200.27682060097575,9847.718,5,9,6,12,100.0,80,225,100.0,100.0,10.0,2405,2542,4
210.4372322735716,46451.592903,994,11,8,12,100.0,120,900,100.0,100.0,25.0,5710,1348,2
61.1789178169106,1672.254,1,9,7,12,80.0,50,60,100.0,100.0,33.0,7114,1408,3
155.1110184970772,2461.9295,2,10,6,12,100.0,40,50,100.0,100.0,10.0,1426,4246,5
87.71546823127228,16536.734,8,12,5,12,100.0,85,300,90.0,90.0,0.0,1531,3556,5
98.80551230220516,789.6754999999999,2,15,2,12,50.0,40,2,100.0,50.0,20.0,4675,1845,3
146.4686513415263,5109.665,2,9,8,12,80.0,40,30,80.0,80.0,0.0,6360,1054,2
241.7112467151381,23690.265,9,14,5,12,80.0,71,200,100.0,100.0,0.0,2148,3189,5
195.89381352593568,139.3545,1,8,8,12,100.0,32,1,100.0,100.0,0.0,4402,1651,3
77.34593629363961,23225.75,4,20,2,12,80.0,60,300,85.0,100.0,50.0,6132,962,2
232.81708127242393,139354.5,995,13,6,12,100.0,50,7500,90.0,90.0,2.0,5058,1308,7
336.3867028120267,65032.1,995,9,4,12,97.0,120,2000,100.0,100.0,15.0,4505,1554,3
166.5035690133078,27870.9,4,10,2,12,100.0,50,400,100.0,100.0,25.0,6144,879,2
254.5588219595741,18023.182,6,14,8,12,100.0,80,810,100.0,100.0,15.0,5737,1013,2
478.34184221146535,157935.1,994,12,7,12,95.0,168,7500,75.0,75.0,10.0,4420,1678,7
689.7148713853782,176.5157,1,8,8,12,85.0,70,12,100.0,100.0,10.0,7999,675,2
213.3356708449919,26477.355,995,9,6,12,95.0,65,650,90.0,90.0,25.0,1507,3659,5
76.33086632926417,45057.955,994,14,5,12,95.0,65,1000,85.0,85.0,0.0,1287,1952,4
237.63773218572064,14121.256,1,12,4,12,85.0,168,500,90.0,90.0,40.0,4014,1799,3
187.2741800859439,20903.175,4,13,6,12,30.0,60,60,100.0,100.0,20.0,5696,774,3
254.38350754105213,20438.66,4,10,9,12,100.0,64,1100,100.0,100.0,30.0,2688,2833,5
208.75738474983623,26477.355,995,9,6,12,95.0,60,741,100.0,100.0,5.0,3531,2153,4
345.9307026204598,65032.1,995,11,2,12,85.0,168,2750,90.0,80.0,0.0,6062,1444,3
240.84043105174217,29264.445,994,9,5,12,90.0,55,595,82.0,82.0,10.0,4164,1984,3
273.6728442392995,1021.933,2,30,7,12,100.0,72,45,100.0,100.0,0.0,4568,409,3
364.8385298119359,8639.979,3,10,2,12,100.0,168,240,100.0,97.0,40.0,4783,1179,3
58.6005000604317,22761.235,2,14,4,10,100.0,45,53,100.0,100.0,5.0,984,922,4
105.05080988423413,7432.24,8,10,5,12,71.0,50,150,100.0,100.0,30.0,1543,2864,5
540.3863929619584,16165.122,994,10,5,12,90.0,60,600,100.0,100.0,20.0,3835,1733,4
234.8206343151492,12263.196,9,9,2,12,95.0,168,64,100.0,100.0,0.0,5228,1287,3
82.83788634884414,55741.8,994,8,5,12,69.0,12,750,80.0,80.0,50.0,4789,2387,3
54.446542461356,16165.122,2,12,7,12,100.0,50,80,60.0,60.0,5.0,1073,1212,4
222.50510491300963,1393.545,2,12,5,12,100.0,60,12,100.0,100.0,50.0,4377,1331,3
163.83724650663797,9011.591,5,9,5,12,100.0,60,150,100.0,100.0,0.0,7673,705,2
295.30842545945774,13935.45,994,10,6,12,80.0,60,300,100.0,100.0,40.0,6321,1247,3
141.81816217090724,10776.748,4,13,8,12,70.0,64,180,100.0,90.0,25.0,649,1879,4
283.6801986641862,83612.7,995,12,4,12,99.0,65,2750,100.0,100.0,0.0,4120,1545,3
481.8418072509966,139354.5,995,13,6,12,90.0,65,7500,100.0,100.0,5.0,4880,1301,7
178.61906778245643,143.99965,1,20,4,12,100.0,60,6,90.0,100.0,0.0,2391,575,4
156.98028886128546,2322.575,2,8,4,12,100.0,48,20,100.0,60.0,20.0,5182,1554,3
389.24273357609025,19045.115,994,12,4,12,33.0,45,60,100.0,95.0,15.0,6283,1062,1
237.47191813900616,21832.205,995,12,5,12,80.0,120,300,77.0,77.0,0.0,2342,2352,4
107.01157061183952,1347.0935,3,9,8,12,100.0,40,12,100.0,100.0,10.0,5972,972,2
233.8217520835515,5109.665,2,10,3,12,80.0,48,26,100.0,70.0,0.0,9916,643,1
178.87525809081006,8825.785,8,12,2,12,90.0,60,180,100.0,100.0,0.0,5918,821,2
208.3717996028115,371.612,2,8,5,12,100.0,40,10,100.0,60.0,10.0,5073,1799,3
98.60037700475056,8732.882,994,12,9,12,80.0,60,350,71.0,71.0,55.0,4092,1596,3
231.2819629354196,10405.136,7,9,8,12,100.0,100,300,75.0,75.0,20.0,4377,322,3
181.3564510685204,29728.96,995,12,6,12,90.0,60,900,97.0,95.0,60.0,2311,96,3
224.79553276476545,18580.6,994,8,4,12,100.0,45,350,100.0,100.0,5.0,6429,935,2
150.9981547834425,483.0956,2,13,7,12,75.0,55,11,75.0,100.0,80.0,4761,381,3
157.53491055566496,1579.351,4,9,8,12,75.0,50,40,50.0,50.0,25.0,1807,1942,4
93.53363346716468,529.5471,1,8,5,12,100.0,40,12,100.0,100.0,0.0,8176,1053,2
235.16885653464297,5388.374,4,10,2,12,100.0,60,200,100.0,100.0,15.0,3128,1840,4
190.02397937046757,102.1933,1,8,6,12,100.0,16,3,100.0,100.0,5.0,1410,2960,5
290.411797790841,7432.24,994,8,7,12,100.0,168,107,70.0,70.0,50.0,4186,1550,3
185.8554820218212,15979.316,994,10,8,12,80.0,50,325,100.0,100.0,5.0,4597,1657,3
323.9969980423048,30657.99,3,10,8,11,100.0,50,300,95.0,95.0,10.0,1339,3207,5
123.12432071404224,55741.8,9,13,5,12,100.0,11,400,100.0,100.0,20.0,5561,1365,2
448.5429630694739,55741.8,2,10,6,12,60.0,168,900,98.0,80.0,0.0,6806,554,2
239.3605403035915,2647.7355,1,10,7,12,100.0,50,173,100.0,100.0,25.0,1855,1833,4
99.5442462250536,3019.3475,1,24,7,12,100.0,168,55,100.0,100.0,20.0,7363,752,2
181.86435704902289,1556.12525,2,9,8,12,95.0,45,21,100.0,100.0,0.0,8505,628,1
255.73854739723993,38554.745,995,14,6,12,93.0,40,800,95.0,100.0,5.0,790,1201,4
259.51172456106667,28799.93,995,12,6,12,85.0,168,1300,50.0,95.0,5.0,1150,1952,4
290.2510821159509,102.1933,2,10,2,12,100.0,40,3,100.0,100.0,0.0,6869,1306,2
362.4766937454152,6131.598,7,11,3,12,100.0,53,250,72.0,72.0,10.0,6683,1194,2
163.4462604828301,5109.665,2,10,8,12,100.0,50,30,50.0,50.0,10.0,2944,2653,4
292.2876098152554,278.709,3,10,2,12,100.0,40,4,66.0,66.0,0.0,3141,2669,4
138.87930679848876,185.806,1,10,8,12,100.0,30,1,50.0,100.0,0.0,2286,299,4
509.4729729645723,21832.205,4,10,6,12,95.0,10,400,100.0,92.0,15.0,5275,1493,3
75.2695398645409,36696.685,995,10,6,12,66.0,65,350,50.0,50.0,50.0,1310,3350,5
447.3498509830839,18023.182,6,9,8,12,100.0,65,420,100.0,100.0,30.0,5136,995,2
222.43140431218384,250.8381,2,8,8,11,100.0,55,6,100.0,100.0,40.0,7892,908,1
165.89260783570614,30657.99,5,12,2,12,60.0,90,200,85.0,75.0,40.0,4698,1689,3
209.7284684155697,55741.8,995,13,6,12,90.0,11,1600,100.0,90.0,0.0,4562,1513,3
258.18553405908506,31587.02,1,14,7,12,98.0,96,1700,98.0,98.0,3.0,7086,940,2
183.40034614321817,24619.295,994,8,6,12,78.0,65,350,100.0,100.0,15.0,2130,3545,5
101.83519934671504,41341.835,995,10,5,12,90.0,60,500,100.0,100.0,25.0,2165,2229,4
137.67734440308712,4645.15,2,12,5,12,100.0,100,17,90.0,100.0,0.0,8850,1000,1
148.8894697794661,21367.69,4,9,2,12,70.0,50,325,100.0,100.0,10.0,4305,1614,3
263.5905118731306,42270.865,995,9,6,12,65.0,60,733,90.0,90.0,65.0,3163,2106,4
383.7215472812145,696.7725,1,9,5,12,100.0,40,7,100.0,100.0,10.0,3234,2944,4
312.7921859147322,10219.33,4,10,2,12,100.0,50,420,100.0,95.0,45.0,7054,599,2
253.04094097883552,6874.822,2,20,8,12,100.0,50,282,100.0,100.0,25.0,1635,2850,5
159.19613691592306,19509.63,994,10,6,12,88.0,75,550,100.0,100.0,20.0,5706,759,2
180.29875320534012,18208.988,2,10,8,12,80.0,60,200,75.0,35.0,30.0,4150,1734,3
151.93300579636826,371.612,3,11,6,12,100.0,40,10,100.0,100.0,25.0,2785,2232,4
372.2047651880635,19509.63,994,10,8,12,87.0,60,800,100.0,100.0,10.0,7470,701,2
184.9512077625189,28799.93,8,13,8,12,94.0,60,600,100.0,100.0,75.0,5081,1362,3
162.41504872116195,10590.942,3,9,7,12,90.0,55,350,95.0,100.0,25.0,6367,651,2
119.78980851763448,26941.87,994,11,2,12,77.0,50,700,100.0,90.0,60.0,5710,916,2
140.51496241240866,650.321,2,9,6,12,100.0,44,5,100.0,60.0,20.0,9135,504,2
97.06557217650987,46451.592903,6,10,2,12,85.0,56,250,95.0,90.0,20.0,6838,1001,1
126.10373760445484,348.38625,2,8,5,12,95.0,40,8,100.0,100.0,40.0,5830,802,2
70.38287621228594,743.224,1,9,9,6,90.0,60,20,100.0,100.0,0.0,8153,560,1
482.8051888655989,3855.4745,2,10,8,12,90.0,50,50,100.0,100.0,20.0,3247,2003,4
103.43226623236006,863.9979,1,8,7,12,100.0,48,21,100.0,100.0,25.0,4549,730,2
236.6971434564546,167225.4,6,12,7,12,100.0,65,1800,100.0,100.0,25.0,6756,821,7
166.9877409510457,26012.84,6,12,8,12,90.0,40,600,95.0,95.0,0.0,2343,904,4
202.2910243423376,1463.22225,2,10,8,12,75.0,45,52,50.0,100.0,5.0,2934,2235,5
285.26381453689794,39019.26,5,9,7,12,100.0,44,700,90.0,90.0,15.0,2119,2362,4
52.133092075605745,4645.15,5,8,5,12,60.0,54,45,100.0,100.0,60.0,1254,3991,5
223.5454359852821,422.70865,1,15,5,12,40.0,35,1,100.0,100.0,0.0,7403,575,2
461.173389515588,9476.106,994,14,6,12,100.0,20,500,100.0,100.0,10.0,8096,16,1
226.6888202433968,7710.949,5,10,6,12,90.0,54,225,100.0,100.0,10.0,5178,1152,3
244.36859881356816,483.0956,2,10,5,12,50.0,52,6,100.0,100.0,10.0,5405,1747,3
210.72591865388273,55741.8,995,8,3,12,100.0,168,1800,100.0,100.0,20.0,5588,1255,3
420.704714408218,418.0635,1,10,2,12,100.0,45,6,100.0,60.0,30.0,5632,1145,2
236.67051847688415,32051.535,1,18,6,12,70.0,112,600,100.0,100.0,0.0,1648,3826,5
153.18568087651457,22296.72,4,9,7,12,45.0,12,1300,100.0,95.0,2.0,6478,701,2
190.9895661594759,10776.748,5,8,2,12,76.0,70,350,95.0,95.0,5.0,3648,2129,3
97.14564056058472,6596.113,4,11,8,12,95.0,168,200,100.0,100.0,70.0,4236,1478,3
180.02728459652664,83612.7,9,12,2,12,100.0,65,1532,75.0,75.0,10.0,4495,1754,3
78.383501717574,167225.4,995,13,7,12,90.0,77,3500,100.0,97.0,50.0,7264,1213,7
125.59479686698316,5852.889,4,12,6,12,100.0,40,250,85.0,85.0,50.0,5861,771,2
490.15914181027534,2322.575,4,10,2,12,100.0,72,16,100.0,75.0,0.0,4624,2042,3
199.66391218903976,283.35415,1,12,6,12,80.0,55,4,80.0,80.0,50.0,3876,2104,4
273.33482499668116,195.0963,1,8,7,12,100.0,65,5,100.0,100.0,0.0,3074,1710,3
179.1024621643076,139354.5,5,8,5,12,100.0,50,4500,100.0,100.0,10.0,6033,1102,7
189.39869853017575,17094.152,8,12,4,12,88.0,84,225,100.0,80.0,40.0,7458,960,1
141.9200838112417,176.5157,1,8,2,12,100.0,44,2,100.0,100.0,60.0,6441,757,1
246.7574369865135,28799.93,8,9,8,12,100.0,168,1063,100.0,100.0,0.0,5372,959,3
62.69592574513202,185.806,1,12,7,12,100.0,42,2,50.0,40.0,70.0,899,1162,4
81.19127647760392,15979.316,3,18,6,12,75.0,60,600,65.0,100.0,75.0,1639,4720,5
80.57440904120614,10776.748,8,9,5,12,65.0,15,180,85.0,85.0,75.0,5264,719,2
126.29890916678072,15607.704,5,14,8,12,75.0,60,250,80.0,80.0,10.0,836,1359,4
130.28532283635462,38090.23,995,9,4,12,65.0,55,800,75.0,75.0,25.0,1027,3328,5
150.1885167809436,185.806,1,8,9,12,100.0,45,3,100.0,100.0,10.0,9858,615,1
160.00594304774106,520.2568,2,12,5,12,100.0,48,16,100.0,100.0,2.0,2422,2824,4
125.60723393402168,5388.374,5,12,2,12,80.0,38,100,100.0,80.0,10.0,7755,672,2
235.20684352537057,7432.24,2,10,7,12,58.0,25,275,100.0,100.0,0.0,7423,1041,2
110.4238413093944,111.4836,1,8,6,12,75.0,40,3,100.0,100.0,75.0,1765,2066,4
